0,Store ID,Gregorian Date,Hijri Date,Day,Greg. Month,Hijri Month,Location,Store Size,Parking,Mall,Work Hours,Cost/day,Promotion,Customer Base,Advertisements,Competition,Customers,Profit/day
6109,fil-2110,11/11/2009 0:00,1430-11-23,,Nov,Dhul-Qi’dah,,Grande,2445,Yes,18 hrs,SAR 325588.0,Regular,989816,593889,4,7741,SAR 370767
6110,fil-2101,11/12/2009 0:00,1430-11-24,Thursday,November,Dhul-Qi’dah,Center,Hyper,855,Yes,12 hrs,SAR 21101.0,None,1022849,0,7,11660,SAR 549854
6111,fil-2102,11/12/2009 0:00,1430-11-24,Thursday,Nov,Dhul-Qi’dah,Border,Hyper,885,Yes,24 hrs,SAR 31926.0,None,439755,0,4,6574,SAR 355231
6112,fil-2103,11/12/2009 0:00,1430-11-24,Thursday,Nov,Dhul-Qi’dah,Center,Hyper,615,No,12 hrs,SAR 47521.0,None,1359816,0,5,27250,SAR 1597896
6113,fil-2104,11/12/2009 0:00,1430-11-24,Thursday,November,Dhul-Qi’dah,Outskirts,Regular,1665,Yes,12 hrs,SAR 4381.0,None,210461,0,0,3332,SAR 147485
6114,fil-2105,11/12/2009 0:00,1430-11-24,Thursday,November,Dhul-Qi’dah,Border,Grande,3375,Yes,12 hrs,SAR 586563.0,None,1588750,0,4,10326,SAR 485720
6115,fil-2106,11/12/2009 0:00,1430-11-24,Thursday,November,Dhul-Qi’dah,Center,Regular,420,Yes,12 hrs,SAR 8364.0,None,490526,0,8,5591,SAR 324168
6116,fil-2107,11/12/2009 0:00,1430-11-24,Thursday,November,Dhul-Qi’dah,Center,Hyper,880,Yes,24 hrs,SAR 39330.0,None,1585112,0,5,22667,SAR 1160022
6117,fil-2108,11/12/2009 0:00,1430-11-24,Thursday,November,Dhul-Qi’dah,Center,Hyper,855,Yes,18 hrs,SAR 59508.0,None,1353567,0,8,11369,SAR 493933
6118,fil-2109,11/12/2009 0:00,1430-11-24,,November,Dhul-Qi’dah,Center,Grande,1105,Yes,18 hrs,SAR 176544.0,None,2146136,0,9,16739,SAR 892420
6119,fil-2110,11/12/2009 0:00,1430-11-24,Thursday,November,Dhul-Qi’dah,Border,Grande,2445,Yes,18 hrs,SAR 314149.0,None,937387,0,4,10967,SAR 680045
6120,fil-2101,11/13/2009 0:00,1430-11-25,Fri,November,Dhul-Qi’dah,Center,Hyper,855,Yes,12 hrs,SAR 19797.0,None,1023419,0,7,6754,SAR 334960
6121,fil-2102,11/13/2009 0:00,1430-11-25,Friday,Nov,Dhul-Qi’dah,Border,Hyper,885,Yes,24 hrs,SAR 28060.0,None,437086,0,4,5397,SAR 312920
6122,fil-2103,11/13/2009 0:00,1430-11-25,Friday,November,Dhul-Qi’dah,Center,Hyper,615,No,12 hrs,SAR 54679.0,None,1305701,0,5,11676,SAR 579319
6123,fil-2104,11/13/2009 0:00,1430-11-25,Friday,,Dhul-Qi’dah,,Regular,1665,Yes,12 hrs,SAR 4854.0,None,281338,0,0,2392,SAR 100493
6124,fil-2105,11/13/2009 0:00,1430-11-25,Friday,Nov,Dhul-Qi’dah,Border,Grande,3375,Yes,12 hrs,SAR 655886.0,None,1590160,0,4,24806,SAR 1275161
6125,fil-2106,11/13/2009 0:00,1430-11-25,Friday,November,Dhul-Qi’dah,Center,Regular,420,Yes,12 hrs,SAR 7556.0,None,490516,0,8,6180,SAR 282478
6126,fil-2107,11/13/2009 0:00,1430-11-25,Fri,,Dhul-Qi’dah,Center,Hyper,880,Yes,24 hrs,SAR 42849.0,None,1589270,0,5,15495,SAR 663116
6127,fil-2108,11/13/2009 0:00,1430-11-25,Friday,November,Dhul-Qi’dah,Center,Hyper,855,Yes,18 hrs,SAR 77784.0,None,1299392,0,8,12474,SAR 557546
6128,fil-2109,11/13/2009 0:00,1430-11-25,Fri,November,Dhul-Qi’dah,Center,Grande,1105,Yes,18 hrs,SAR 205394.0,None,2148776,0,9,21917,SAR 1058541
6129,fil-2110,11/13/2009 0:00,1430-11-25,Friday,,Dhul-Qi’dah,Border,Grande,2445,Yes,18 hrs,SAR 337080.0,None,936599,0,4,8522,SAR 461688
6130,fil-2101,11/14/2009 0:00,1430-11-26,,November,Dhul-Qi’dah,Center,Hyper,855,Yes,12 hrs,SAR 18599.0,Grand,1022650,511325,7,8673,SAR 445366
6131,fil-2102,11/14/2009 0:00,1430-11-26,Saturday,November,Dhul-Qi’dah,Border,Hyper,885,Yes,24 hrs,SAR 24238.0,Grand,438578,219289,4,4584,SAR 240295
6132,fil-2103,11/14/2009 0:00,1430-11-26,Saturday,November,Dhul-Qi’dah,Center,Hyper,615,No,12 hrs,SAR 58332.0,Grand,1306075,783645,5,20855,SAR 1010882
6133,fil-2104,11/14/2009 0:00,1430-11-26,Saturday,November,Dhul-Qi’dah,Outskirts,,1665,Yes,12 hrs,SAR 4860.0,Grand,236892,118446,0,4985,SAR 269484
6134,fil-2105,11/14/2009 0:00,1430-11-26,,,Dhul-Qi’dah,Border,Grande,3375,Yes,12 hrs,SAR 575408.0,Grand,1605500,481650,4,17177,SAR 724895
6135,fil-2106,11/14/2009 0:00,1430-11-26,Saturday,November,Dhul-Qi’dah,Center,Regular,420,Yes,12 hrs,SAR 7140.0,Grand,490637,147191,8,3709,SAR 196274
6136,fil-2107,11/14/2009 0:00,1430-11-26,,Nov,Dhul-Qi’dah,Center,Hyper,880,Yes,24 hrs,SAR 49835.0,Grand,1584384,792192,5,28303,SAR 1375320
6137,fil-2108,11/14/2009 0:00,1430-11-26,Saturday,November,Dhul-Qi’dah,Center,Hyper,855,Yes,18 hrs,SAR 65645.0,Grand,1355535,406660,8,23757,SAR 1154145
6138,fil-2109,11/14/2009 0:00,1430-11-26,Saturday,November,Dhul-Qi’dah,Center,Grande,1105,Yes,18 hrs,SAR 119768.0,Grand,2146137,1287682,9,19727,SAR 896597
6139,fil-2110,11/14/2009 0:00,1430-11-26,Saturday,November,Dhul-Qi’dah,Border,Grande,2445,Yes,18 hrs,SAR 327047.0,Grand,937405,562443,4,9822,SAR 533303
6140,fil-2101,11/15/2009 0:00,1430-11-27,Sunday,November,Dhul-Qi’dah,Center,Hyper,855,Yes,12 hrs,SAR 23993.0,Regular,1022650,306795,7,8062,SAR 371159
6141,fil-2102,11/15/2009 0:00,1430-11-27,Sunday,November,Dhul-Qi’dah,Border,Hyper,885,Yes,24 hrs,SAR 27495.0,Regular,437530,175012,4,7360,SAR 425700
6142,fil-2103,11/15/2009 0:00,1430-11-27,Sun,November,Dhul-Qi’dah,Center,,615,No,12 hrs,SAR 47138.0,Regular,1306080,783648,5,18473,SAR 828802
6143,fil-2104,11/15/2009 0:00,1430-11-27,,November,Dhul-Qi’dah,Outskirts,Regular,1665,Yes,12 hrs,SAR 4955.0,Regular,180983,54294,0,2013,SAR 105951
6144,fil-2105,11/15/2009 0:00,1430-11-27,Sunday,November,Dhul-Qi’dah,Border,Grande,3375,Yes,12 hrs,SAR 504308.0,Regular,1588752,476625,4,21311,SAR 1135393
6145,fil-2106,11/15/2009 0:00,1430-11-27,Sunday,November,Dhul-Qi’dah,Center,Regular,420,Yes,12 hrs,SAR 7832.0,Regular,490577,147173,8,4164,SAR 187673
6146,fil-2107,11/15/2009 0:00,1430-11-27,Sunday,November,Dhul-Qi’dah,,Hyper,880,Yes,24 hrs,SAR 51285.0,Regular,1585829,634331,5,15674,SAR 830330
6147,fil-2108,11/15/2009 0:00,1430-11-27,Sunday,November,Dhul-Qi’dah,Center,Hyper,855,Yes,18 hrs,SAR 66286.0,Regular,1403840,701920,8,13069,SAR 689599
6148,fil-2109,11/15/2009 0:00,1430-11-27,Sunday,November,Dhul-Qi’dah,Center,Grande,1105,Yes,18 hrs,SAR 223912.0,Regular,2163155,648946,9,31646,SAR 1470027
6149,fil-2110,11/15/2009 0:00,1430-11-27,Sunday,November,Dhul-Qi’dah,Border,Grande,2445,Yes,18 hrs,SAR 376241.0,Regular,1127355,450942,4,8717,SAR 450736
6150,fil-2101,11/16/2009 0:00,1430-11-28,Monday,,Dhul-Qi’dah,Center,Hyper,855,Yes,12 hrs,SAR 24958.0,Regular,1025428,615256,7,14427,SAR 733465
6151,fil-2102,11/16/2009 0:00,1430-11-28,Monday,November,Dhul-Qi’dah,Border,Hyper,885,Yes,24 hrs,SAR 30283.0,Regular,437086,262251,4,6461,SAR 285003
6152,fil-2103,11/16/2009 0:00,1430-11-28,Monday,November,Dhul-Qi’dah,Center,Hyper,615,No,12 hrs,SAR 57517.0,Regular,1305877,522350,5,24793,SAR 1204147
6153,fil-2104,11/16/2009 0:00,1430-11-28,Monday,November,Dhul-Qi’dah,Outskirts,Regular,1665,Yes,12 hrs,SAR 4071.0,Regular,212534,106267,0,4274,SAR 213610
6154,fil-2105,11/16/2009 0:00,1430-11-28,Monday,November,Dhul-Qi’dah,Border,Grande,3375,Yes,12 hrs,SAR 617805.0,Regular,1593848,637539,4,17070,SAR 794583
6155,fil-2106,11/16/2009 0:00,1430-11-28,Monday,November,Dhul-Qi’dah,Center,Regular,420,Yes,12 hrs,SAR 8735.0,Regular,685088,274035,8,7733,SAR 475346
6156,fil-2107,11/16/2009 0:00,1430-11-28,Monday,,Dhul-Qi’dah,Center,Hyper,880,Yes,24 hrs,SAR 41034.0,Regular,1616109,808054,5,14001,SAR 650700
6157,fil-2108,11/16/2009 0:00,1430-11-28,Monday,November,Dhul-Qi’dah,,Hyper,855,Yes,18 hrs,SAR 76851.0,Regular,1316744,395023,8,10634,SAR 618536
6158,fil-2109,11/16/2009 0:00,1430-11-28,Monday,November,Dhul-Qi’dah,Center,Grande,1105,Yes,18 hrs,SAR 140864.0,Regular,2155541,862216,9,26150,SAR 1186427
6159,fil-2110,11/16/2009 0:00,1430-11-28,Monday,Nov,Dhul-Qi’dah,Border,Grande,2445,Yes,18 hrs,SAR 329309.0,Regular,968384,484192,4,9503,SAR 439920
6160,fil-2101,11/17/2009 0:00,1430-11-29,Tue,November,Dhul-Qi’dah,Center,Hyper,855,Yes,12 hrs,SAR 23852.0,None,1081853,0,7,12982,SAR 558406
6161,fil-2102,11/17/2009 0:00,1430-11-29,Tuesday,November,Dhul-Qi’dah,Border,Hyper,885,Yes,24 hrs,SAR 32094.0,None,442320,0,4,5750,SAR 334408
6162,fil-2103,11/17/2009 0:00,1430-11-29,Tuesday,November,Dhul-Qi’dah,,Hyper,615,No,12 hrs,SAR 59157.0,None,1306474,0,5,25648,SAR 1252950
6163,fil-2104,11/17/2009 0:00,1430-11-29,Tuesday,November,Dhul-Qi’dah,Outskirts,Regular,1665,Yes,12 hrs,SAR 4756.0,None,289204,0,0,4924,SAR 245736
6164,fil-2105,11/17/2009 0:00,1430-11-29,Tuesday,November,Dhul-Qi’dah,Border,Grande,3375,Yes,12 hrs,SAR 474300.0,None,1593920,0,4,21756,SAR 982480
6165,fil-2106,11/17/2009 0:00,1430-11-29,Tuesday,November,Dhul-Qi’dah,Center,Regular,420,Yes,12 hrs,SAR 5983.0,None,495745,0,8,6246,SAR 316135
6166,fil-2107,11/17/2009 0:00,1430-11-29,Tuesday,November,Dhul-Qi’dah,Center,Hyper,880,Yes,24 hrs,SAR 50386.0,None,1616650,0,5,23118,SAR 1134210
6167,fil-2108,11/17/2009 0:00,1430-11-29,Tuesday,November,Dhul-Qi’dah,Center,,855,Yes,18 hrs,SAR 74832.0,None,1308998,0,8,12566,SAR 663966
6168,fil-2109,11/17/2009 0:00,1430-11-29,Tue,Nov,Dhul-Qi’dah,,Grande,1105,Yes,18 hrs,SAR 155659.0,None,2205308,0,9,14554,SAR 598803
6169,fil-2110,11/17/2009 0:00,1430-11-29,Tuesday,,Dhul-Qi’dah,Border,Grande,2445,Yes,18 hrs,SAR 326361.0,None,946205,0,4,14145,SAR 733295
6170,fil-2101,11/18/2009 0:00,1430-12-01,Wednesday,November,Dhul-Hijjah,Center,Hyper,855,Yes,12 hrs,SAR 20653.0,None,1022632,0,7,10382,SAR 516720
6171,fil-2102,11/18/2009 0:00,1430-12-01,Wednesday,November,Dhul-Hijjah,Border,,885,Yes,24 hrs,SAR 29161.0,None,437101,0,4,6490,SAR 320784
6172,fil-2103,11/18/2009 0:00,1430-12-01,Wednesday,November,Dhul-Hijjah,Center,,615,No,12 hrs,SAR 50099.0,None,1306484,0,5,30079,SAR 1476228
6173,fil-2104,11/18/2009 0:00,1430-12-01,Wednesday,,Dhul-Hijjah,Outskirts,,1665,Yes,12 hrs,SAR 4209.0,None,180759,0,0,3795,SAR 152890
6174,fil-2105,11/18/2009 0:00,1430-12-01,Wednesday,November,Dhul-Hijjah,Border,Grande,3375,Yes,12 hrs,SAR 494743.0,None,1590251,0,4,29516,SAR 1377636
6175,fil-2106,11/18/2009 0:00,1430-12-01,Wednesday,November,Dhul-Hijjah,Center,Regular,420,Yes,12 hrs,SAR 6481.0,None,490511,0,8,6718,SAR 299140
6176,fil-2107,11/18/2009 0:00,1430-12-01,Wednesday,November,Dhul-Hijjah,Center,Hyper,880,Yes,24 hrs,SAR 56138.0,None,1584319,0,5,25044,SAR 1328674
6177,fil-2108,11/18/2009 0:00,1430-12-01,Wednesday,November,Dhul-Hijjah,Center,Hyper,855,Yes,18 hrs,SAR 77932.0,None,1359689,0,8,11232,SAR 598265
6178,fil-2109,11/18/2009 0:00,1430-12-01,Wednesday,November,Dhul-Hijjah,Center,Grande,1105,Yes,18 hrs,SAR 147208.0,None,2206374,0,9,36599,SAR 1740375
6179,fil-2110,11/18/2009 0:00,1430-12-01,Wednesday,November,Dhul-Hijjah,Border,Grande,2445,Yes,18 hrs,SAR 324064.0,None,996896,0,4,8114,SAR 382390
6180,fil-2101,11/19/2009 0:00,1430-12-02,Thursday,November,Dhul-Hijjah,Center,Hyper,855,Yes,12 hrs,SAR 26754.0,None,1022632,0,7,14007,SAR 725380
6181,fil-2102,11/19/2009 0:00,1430-12-02,Thu,Nov,Dhul-Hijjah,Border,Hyper,885,Yes,24 hrs,SAR 30100.0,None,437154,0,4,3536,SAR 197860
6182,fil-2103,11/19/2009 0:00,1430-12-02,Thursday,November,Dhul-Hijjah,Center,Hyper,615,No,12 hrs,SAR 62029.0,None,1308558,0,5,31154,SAR 1271721
6183,fil-2104,11/19/2009 0:00,1430-12-02,Thursday,November,Dhul-Hijjah,Outskirts,Regular,1665,Yes,12 hrs,SAR 4362.0,None,180991,0,0,3698,SAR 179856
6184,fil-2105,11/19/2009 0:00,1430-12-02,Thursday,November,Dhul-Hijjah,Border,Grande,3375,Yes,12 hrs,SAR 648981.0,None,1622126,0,4,20000,SAR 1283759
6185,fil-2106,11/19/2009 0:00,1430-12-02,Thursday,November,Dhul-Hijjah,Center,Regular,420,Yes,12 hrs,SAR 8558.0,None,490579,0,8,5607,SAR 290231
6186,fil-2107,11/19/2009 0:00,1430-12-02,,November,Dhul-Hijjah,Center,Hyper,880,Yes,24 hrs,SAR 48327.0,None,1645707,0,5,19330,SAR 872856
6187,fil-2108,11/19/2009 0:00,1430-12-02,Thursday,November,Dhul-Hijjah,Center,Hyper,855,Yes,18 hrs,SAR 72716.0,None,1300244,0,8,15173,SAR 719295
6188,fil-2109,11/19/2009 0:00,1430-12-02,Thursday,November,Dhul-Hijjah,Center,Grande,1105,Yes,18 hrs,SAR 190819.0,None,2179512,0,9,34830,SAR 1802155
6189,fil-2110,11/19/2009 0:00,1430-12-02,Thursday,November,Dhul-Hijjah,Border,,2445,Yes,18 hrs,SAR 272988.0,None,941976,0,4,18402,SAR 1054099
6190,fil-2101,11/20/2009 0:00,1430-12-03,Friday,November,Dhul-Hijjah,Center,Hyper,855,Yes,12 hrs,SAR 23426.0,None,1028074,0,7,17008,SAR 775503
6191,fil-2102,11/20/2009 0:00,1430-12-03,Friday,Nov,Dhul-Hijjah,Border,Hyper,885,Yes,24 hrs,SAR 31984.0,None,499579,0,4,5377,SAR 324252
6192,fil-2103,11/20/2009 0:00,1430-12-03,Friday,November,Dhul-Hijjah,Center,Hyper,615,No,12 hrs,SAR 60393.0,None,1308596,0,5,15813,SAR 847790
6193,fil-2104,11/20/2009 0:00,1430-12-03,Friday,November,Dhul-Hijjah,Outskirts,Regular,1665,Yes,12 hrs,SAR 3867.0,None,183704,0,0,3794,SAR 144159
6194,fil-2105,11/20/2009 0:00,1430-12-03,,November,Dhul-Hijjah,Border,Grande,3375,Yes,12 hrs,SAR 621965.0,None,1588686,0,4,26054,SAR 1310915
6195,fil-2106,11/20/2009 0:00,1430-12-03,Friday,November,Dhul-Hijjah,Center,Regular,420,Yes,12 hrs,SAR 6913.0,None,500562,0,8,5864,SAR 290777
6196,fil-2107,11/20/2009 0:00,1430-12-03,Friday,November,Dhul-Hijjah,,Hyper,880,Yes,24 hrs,SAR 48543.0,None,1699080,0,5,27898,SAR 1650947
6197,fil-2108,11/20/2009 0:00,1430-12-03,,November,Dhul-Hijjah,Center,Hyper,855,Yes,18 hrs,SAR 77987.0,None,1299519,0,8,21527,SAR 1023378
6198,fil-2109,11/20/2009 0:00,1430-12-03,Friday,Nov,Dhul-Hijjah,Center,Grande,1105,Yes,18 hrs,SAR 196937.0,None,2146077,0,9,26233,SAR 1175273
6199,fil-2110,11/20/2009 0:00,1430-12-03,Fri,November,Dhul-Hijjah,Border,,2445,Yes,18 hrs,SAR 289316.0,None,955089,0,4,11031,SAR 614462
6200,fil-2101,11/21/2009 0:00,1430-12-04,Saturday,November,Dhul-Hijjah,,Hyper,855,Yes,12 hrs,SAR 26894.0,Regular,1025616,307684,7,10005,SAR 467212
6201,fil-2102,11/21/2009 0:00,1430-12-04,Saturday,November,Dhul-Hijjah,Border,,885,Yes,24 hrs,SAR 28265.0,Regular,651915,391149,4,10267,SAR 575990
6202,fil-2103,11/21/2009 0:00,1430-12-04,,November,Dhul-Hijjah,Center,Hyper,615,No,12 hrs,SAR 43464.0,Regular,1324427,397328,5,30827,SAR 1340101
6203,fil-2104,11/21/2009 0:00,1430-12-04,Saturday,November,Dhul-Hijjah,Outskirts,Regular,1665,Yes,12 hrs,SAR 4658.0,Regular,190946,114567,0,4369,SAR 215914
6204,fil-2105,11/21/2009 0:00,1430-12-04,Saturday,,Dhul-Hijjah,Border,Grande,3375,Yes,12 hrs,SAR 527699.0,Regular,1623273,649309,4,15570,SAR 787175
6205,fil-2106,11/21/2009 0:00,1430-12-04,Saturday,November,Dhul-Hijjah,Center,,420,Yes,12 hrs,SAR 7172.0,Regular,705340,211602,8,12584,SAR 610696
6206,fil-2107,11/21/2009 0:00,1430-12-04,,November,Dhul-Hijjah,,Hyper,880,Yes,24 hrs,SAR 50131.0,Regular,1584790,475437,5,19169,SAR 920542
6207,fil-2108,11/21/2009 0:00,1430-12-04,Saturday,November,Dhul-Hijjah,Center,Hyper,855,Yes,18 hrs,SAR 75431.0,Regular,1304921,782952,8,14181,SAR 758387
6208,fil-2109,11/21/2009 0:00,1430-12-04,Saturday,November,Dhul-Hijjah,Center,Grande,1105,Yes,18 hrs,SAR 161824.0,Regular,2146141,643842,9,27331,SAR 1436358
6209,fil-2110,11/21/2009 0:00,1430-12-04,Saturday,November,Dhul-Hijjah,,Grande,2445,Yes,18 hrs,SAR 336934.0,Regular,939593,281877,4,15018,SAR 744745
6210,fil-2101,11/22/2009 0:00,1430-12-05,Sunday,November,Dhul-Hijjah,Center,Hyper,855,Yes,12 hrs,SAR 25492.0,None,1022617,0,7,9387,SAR 432339
6211,fil-2102,11/22/2009 0:00,1430-12-05,Sunday,November,Dhul-Hijjah,Border,Hyper,885,Yes,24 hrs,SAR 29770.0,None,438728,0,4,6026,SAR 295339
6212,fil-2103,11/22/2009 0:00,1430-12-05,Sunday,November,Dhul-Hijjah,Center,Hyper,615,No,12 hrs,SAR 59532.0,None,1306522,0,5,24699,SAR 1261926
6213,fil-2104,11/22/2009 0:00,1430-12-05,Sunday,November,Dhul-Hijjah,,Regular,1665,Yes,12 hrs,SAR 4429.0,None,399870,0,0,5318,SAR 255519
6214,fil-2105,11/22/2009 0:00,1430-12-05,Sunday,November,Dhul-Hijjah,Border,Grande,3375,Yes,12 hrs,SAR 501353.0,None,1653449,0,4,16031,SAR 717421
6215,fil-2106,11/22/2009 0:00,1430-12-05,Sunday,November,Dhul-Hijjah,,Regular,420,Yes,12 hrs,SAR 8530.0,None,490546,0,8,7524,SAR 366873
6216,fil-2107,11/22/2009 0:00,1430-12-05,Sunday,November,Dhul-Hijjah,Center,Hyper,880,Yes,24 hrs,SAR 42865.0,None,1703483,0,5,23370,SAR 1335704
6217,fil-2108,11/22/2009 0:00,1430-12-05,Sun,November,Dhul-Hijjah,Center,Hyper,855,Yes,18 hrs,SAR 70676.0,None,1301029,0,8,22442,SAR 1112004
6218,fil-2109,11/22/2009 0:00,1430-12-05,Sun,November,Dhul-Hijjah,Center,Grande,1105,Yes,18 hrs,SAR 131144.0,None,2165164,0,9,28047,SAR 1410786
6219,fil-2110,11/22/2009 0:00,1430-12-05,Sunday,November,Dhul-Hijjah,,Grande,2445,Yes,18 hrs,SAR 310532.0,None,938236,0,4,10994,SAR 590420
6220,fil-2101,11/23/2009 0:00,1430-12-06,Monday,November,Dhul-Hijjah,Center,Hyper,855,Yes,12 hrs,SAR 16715.0,None,1088546,0,7,18032,SAR 994408
6221,fil-2102,11/23/2009 0:00,1430-12-06,Monday,November,Dhul-Hijjah,Border,Hyper,885,Yes,24 hrs,SAR 25589.0,None,437102,0,4,4761,SAR 256891
6222,fil-2103,11/23/2009 0:00,1430-12-06,Monday,November,Dhul-Hijjah,Center,Hyper,615,No,12 hrs,SAR 56797.0,None,1371565,0,5,18933,SAR 948005
6223,fil-2104,11/23/2009 0:00,1430-12-06,Monday,November,Dhul-Hijjah,Outskirts,Regular,1665,Yes,12 hrs,SAR 4394.0,None,302172,0,0,4206,SAR 197828
6224,fil-2105,11/23/2009 0:00,1430-12-06,Monday,November,Dhul-Hijjah,Border,Grande,3375,Yes,12 hrs,SAR 646541.0,None,1588943,0,4,30850,SAR 1414277
6225,fil-2106,11/23/2009 0:00,1430-12-06,Monday,,Dhul-Hijjah,Center,Regular,420,Yes,12 hrs,SAR 6980.0,None,490992,0,8,3819,SAR 182611
6226,fil-2107,11/23/2009 0:00,1430-12-06,Monday,Nov,Dhul-Hijjah,Center,Hyper,880,Yes,24 hrs,SAR 58805.0,None,1590009,0,5,14306,SAR 717511
6227,fil-2108,11/23/2009 0:00,1430-12-06,Monday,November,Dhul-Hijjah,Center,Hyper,855,Yes,18 hrs,SAR 57949.0,None,1299868,0,8,20459,SAR 1055777
6228,fil-2109,11/23/2009 0:00,1430-12-06,Monday,November,Dhul-Hijjah,,Grande,1105,Yes,18 hrs,SAR 171215.0,None,2146553,0,9,32541,SAR 1841034
6229,fil-2110,11/23/2009 0:00,1430-12-06,Monday,,Dhul-Hijjah,Border,Grande,2445,Yes,18 hrs,SAR 281794.0,None,936730,0,4,16816,SAR 823396
6230,fil-2101,11/24/2009 0:00,1430-12-07,Tuesday,November,Dhul-Hijjah,Center,Hyper,855,Yes,12 hrs,SAR 21316.0,Grand,1025734,410293,7,21121,SAR 1036387
6231,fil-2102,11/24/2009 0:00,1430-12-07,Tuesday,November,Dhul-Hijjah,Border,Hyper,885,Yes,24 hrs,SAR 25381.0,Grand,437092,174836,4,6972,SAR 316229
6232,fil-2103,11/24/2009 0:00,1430-12-07,Tuesday,November,Dhul-Hijjah,Center,Hyper,615,No,12 hrs,SAR 55440.0,Grand,1305895,522358,5,35509,SAR 2280447
6233,fil-2104,11/24/2009 0:00,1430-12-07,Tuesday,November,Dhul-Hijjah,Outskirts,Regular,1665,Yes,12 hrs,SAR 5123.0,Grand,181230,54369,0,3555,SAR 182646
6234,fil-2105,11/24/2009 0:00,1430-12-07,Tuesday,November,Dhul-Hijjah,Border,Grande,3375,Yes,12 hrs,SAR 583037.0,Grand,1588702,635480,4,16014,SAR 782345
6235,fil-2106,11/24/2009 0:00,1430-12-07,Tuesday,November,Dhul-Hijjah,,Regular,420,Yes,12 hrs,SAR 6553.0,Grand,501179,250589,8,6532,SAR 369661
6236,fil-2107,11/24/2009 0:00,1430-12-07,Tuesday,November,Dhul-Hijjah,Center,Hyper,880,Yes,24 hrs,SAR 46567.0,Grand,1708054,683221,5,39520,SAR 1948724
6237,fil-2108,11/24/2009 0:00,1430-12-07,,November,Dhul-Hijjah,,Hyper,855,Yes,18 hrs,SAR 72960.0,Grand,1299646,519858,8,20282,SAR 926718
6238,fil-2109,11/24/2009 0:00,1430-12-07,Tuesday,November,Dhul-Hijjah,,Grande,1105,Yes,18 hrs,SAR 189474.0,Grand,2146977,644093,9,29660,SAR 1363739
6239,fil-2110,11/24/2009 0:00,1430-12-07,Tuesday,Nov,Dhul-Hijjah,Border,,2445,Yes,18 hrs,SAR 307776.0,Grand,936853,562111,4,20528,SAR 1096218
6240,fil-2101,11/25/2009 0:00,1430-12-08,Wednesday,November,Dhul-Hijjah,Center,Hyper,855,Yes,12 hrs,SAR 20741.0,Regular,1033445,413378,7,9423,SAR 440713
6241,fil-2102,11/25/2009 0:00,1430-12-08,Wednesday,,Dhul-Hijjah,Border,Hyper,885,Yes,24 hrs,SAR 31008.0,Regular,438788,219394,4,5778,SAR 295735
6242,fil-2103,11/25/2009 0:00,1430-12-08,Wednesday,November,Dhul-Hijjah,Center,Hyper,615,No,12 hrs,SAR 51152.0,Regular,1311487,524594,5,18893,SAR 975265
6243,fil-2104,11/25/2009 0:00,1430-12-08,Wednesday,November,Dhul-Hijjah,Outskirts,Regular,1665,Yes,12 hrs,SAR 5050.0,Regular,180760,54228,0,3032,SAR 146083
6244,fil-2105,11/25/2009 0:00,1430-12-08,Wednesday,November,Dhul-Hijjah,Border,Grande,3375,Yes,12 hrs,SAR 658203.0,Regular,1714772,514431,4,22686,SAR 1268499
6245,fil-2106,11/25/2009 0:00,1430-12-08,Wed,November,Dhul-Hijjah,Center,,420,Yes,12 hrs,SAR 7051.0,Regular,723050,433830,8,13409,SAR 874342
6246,fil-2107,11/25/2009 0:00,1430-12-08,Wednesday,November,Dhul-Hijjah,,Hyper,880,Yes,24 hrs,SAR 42019.0,Regular,1710405,855202,5,23090,SAR 1171721
6247,fil-2108,11/25/2009 0:00,1430-12-08,Wednesday,November,Dhul-Hijjah,Center,Hyper,855,Yes,18 hrs,SAR 63094.0,Regular,1319410,659705,8,24914,SAR 1248012
6248,fil-2109,11/25/2009 0:00,1430-12-08,Wednesday,November,Dhul-Hijjah,Center,Grande,1105,Yes,18 hrs,SAR 162684.0,Regular,2146210,643863,9,24818,SAR 1072259
6249,fil-2110,11/25/2009 0:00,1430-12-08,,November,Dhul-Hijjah,Border,Grande,2445,Yes,18 hrs,SAR 363419.0,Regular,936610,468305,4,14566,SAR 666784
6250,fil-2101,11/26/2009 0:00,1430-12-09,Thursday,,Dhul-Hijjah,Center,Hyper,855,Yes,12 hrs,SAR 20830.0,Regular,1022617,306785,7,12578,SAR 571411
6251,fil-2102,11/26/2009 0:00,1430-12-09,Thursday,November,Dhul-Hijjah,Border,Hyper,885,Yes,24 hrs,SAR 27279.0,Regular,457430,274458,4,5577,SAR 315254
6252,fil-2103,11/26/2009 0:00,1430-12-09,Thursday,November,Dhul-Hijjah,Center,,615,No,12 hrs,SAR 47502.0,Regular,1305642,652821,5,26965,SAR 1376161
6253,fil-2104,11/26/2009 0:00,1430-12-09,Thu,,Dhul-Hijjah,Outskirts,Regular,1665,Yes,12 hrs,SAR 4595.0,Regular,181240,90620,0,2382,SAR 111462
6254,fil-2105,11/26/2009 0:00,1430-12-09,Thu,November,Dhul-Hijjah,Border,Grande,3375,Yes,12 hrs,SAR 625713.0,Regular,1588950,953370,4,25054,SAR 1325907
